QtdDependentes,NivelDeEducacao,EstaEmpregado,RendaAnual,ValorDoEmprestimo,PeriodoDePagamento,ScoreCivil,ValorPossesImobiliarias,ValorPossesComerciais,ValorPossesLuxuosas,ValorPossesFinanceiras,StatusDoEmprestimo
5,0,0,-0.09380105757906224,-0.466089741966525,10,794,-0.24158787131113774,-0.21836123525218296,0.1723368644861242,-0.14634164867548494,1
2,1,1,-1.6167409517570979,-1.4860652899103386,4,663,-0.958677255672033,-1.1221855812332242,-1.5081035746923295,-1.3143590638806313,1
4,0,1,-0.7464895836553632,-0.6118005345299269,14,780,-0.6979174795407983,-0.47999459856248433,-0.9071513646550017,-0.17790968692427267,1
2,1,0,-0.8190105309971745,-0.5109238319860333,10,736,-1.0075697136966395,-1.1459704324432516,-0.9627950878066062,-0.49359006941215006,1
5,1,0,0.4863665211554275,-0.02895736427631921,12,652,0.5080964850661619,-0.31350064009229256,0.9624777332389071,0.3271789250563311,1
2,1,0,0.014980363433654591,0.5090517159577802,12,315,0.37771659700054455,-0.7654128130828132,0.35039677857125834,0.3903150015539066,0
4,1,0,0.3050641528008995,-0.09620849930558165,16,530,-0.5512401054669789,1.5417177542898446,0.8178040530447356,0.16933873381239245,0
4,1,1,0.5588874684972387,1.2151886337650357,18,311,0.9644260932958225,-0.7416279618727857,0.5173279480260716,1.1479479195248123,0
0,0,1,-1.6167409517570979,-1.5084823349200926,2,551,-1.0238671997048416,-1.003261325183087,-1.5303610639529712,-1.4406312168757822,1
0,0,0,-0.02128011023725102,-0.5669664445104187,16,324,-0.5512401054669789,0.9233116228291322,-0.5399027918544125,-0.49359006941215006,0
5,0,0,-0.673968636313552,-0.6005920120250499,20,514,0.11695682086930989,-0.40864004493240214,-0.9182801092853226,-0.7145663371536642,0
4,1,0,1.175315520902634,1.4841931738820855,12,696,0.7036663171645878,1.3752237958196527,1.162795136584683,0.7375634222905717,1
4,0,1,-0.9277919520098913,-1.0377243897152557,4,662,-0.4371577034095637,-0.14700668162210076,-1.0518250448491733,-0.746134375402452,1
5,0,1,0.7401898368517668,1.0246437511821256,6,336,-0.7957023955900113,1.6844268615500089,1.4076275184517424,1.5267643785102651,0
3,0,1,1.465399310269879,1.8652829390479058,10,850,2.3823073760094107,1.803351117600146,2.0976096855316375,0.9901077282808736,1
2,0,0,1.7554830996371238,1.1703545437455274,12,313,2.121547599878176,0.09084183047817322,1.1850526258453247,1.4004922255151142,0
2,1,0,0.26880367912999387,-0.32037894940312306,6,363,-0.5838350774833831,0.614108557098776,0.7621603298931311,-0.17790968692427267,0
1,0,1,-1.507959530744381,-1.4860652899103386,10,436,-1.056462171721246,-1.0984007300231966,-1.4079448730194415,-1.219654949134268,0
5,0,1,1.2478364682444454,0.800473301084584,2,830,-0.5512401054669789,-0.21836123525218296,0.5618429265473552,0.16933873381239245,1
3,1,0,-0.02128011023725102,-0.33158747190800014,8,612,0.4103115690169489,-0.8605522179229227,0.4616842248744672,0.2956108868075434,1
2,1,1,-1.1816152677062306,-1.2843118848225512,8,691,-0.7305124515572027,-0.47999459856248433,-0.9850525770672479,-1.2512229873830558,1
3,0,0,-1.2178757413771362,-0.9704732546859932,18,636,-0.6164300494997875,-0.9794764739730597,-1.062953789479494,-1.0933827961391172,1
5,1,1,1.1027945735608229,1.3833164713381918,6,348,-0.12750546925372258,-1.0746158788131692,0.20572309837708685,0.705995384041784,0
5,1,0,-0.49266626795902396,-0.8023454171128371,16,830,-0.029720553204509587,-0.8367673667128953,-0.5399027918544125,-0.619862222407301,1
3,0,1,-1.2541362150480417,-1.093767002239641,6,352,-1.154247087770459,-1.0984007300231966,-1.0295675555885315,-1.2512229873830558,0
1,1,0,1.0302736262190118,0.3633409233943783,2,712,0.23103922292672505,1.5179329030798172,0.7621603298931311,1.305788110768751,1
2,0,0,1.5016597839407846,1.125520453726019,16,822,2.4637948060504216,1.7319965639700636,1.7971335805129736,0.10620265731481696,1
3,1,0,-1.2903966887189473,-1.2843118848225512,6,540,-1.1379496017622568,-0.7891976642928406,-1.2187562143039865,-1.2827910256318436,0
2,1,1,-1.507959530744381,-1.407605632376199,12,342,-0.8119998815982135,-0.8367673667128953,-1.452459851540725,-1.2827910256318436,0
5,1,0,0.5588874684972387,-0.16345963433484406,18,787,1.7955978797141328,-1.0746158788131692,0.15007937522548243,0.16933873381239245,1
4,1,0,1.1027945735608229,1.4505676063674542,16,331,0.9481286072876203,0.35247519378847464,0.7287740960021685,1.905580837495718,0
3,0,1,-0.2751034259335903,-0.02895736427631921,6,679,-0.7794049095818092,0.49518430104863903,-0.684576472048584,0.011498542568453752,1
1,1,1,-0.02128011023725102,0.475426148443149,14,677,-0.29048032933574425,1.0184510276692418,0.3170105446802957,0.5165871545490576,1
3,0,0,0.19628273178818265,0.6323454635114281,12,634,-1.0401646857130438,0.8995267716191048,0.40604050172286277,1.0532438047784491,1
1,0,1,1.646701678624407,0.475426148443149,16,662,-1.154247087770459,1.3514389446096253,2.542759470744473,2.15812514348602,1
4,1,0,0.8489712578644836,1.1815630662504044,16,502,-1.0890571437376504,-0.7178431106627583,0.6286153943292805,1.779308684500567,0
2,1,0,1.356617889257162,1.103103408716265,10,435,-0.062315525220913916,-0.31350064009229256,0.773289074523452,2.031852990490869,0
5,0,0,-0.4201453206172127,-0.8135539396177143,4,689,0.2473367089349272,-1.1221855812332242,-0.6178040042666587,-0.4620220311633623,1
1,0,1,1.2478364682444454,0.9125585261333548,12,657,1.3392682714844724,2.3741875466408033,1.8972922821858618,1.0532438047784491,1
2,1,1,0.0512408371045602,0.5426772834724114,20,590,0.03546939082829907,1.0660207300892965,0.5061992033957508,-0.4620220311633623,1
5,0,0,0.6314084158390499,1.080686363706511,12,818,-0.9749747416802351,0.1859812353182828,0.1612081198558033,0.4218830398026943,1
2,0,0,-0.23884295226268468,-0.47729826447140206,18,431,-0.8282973676064157,-0.7891976642928406,-0.6178040042666587,0.10620265731481696,0
5,1,1,1.5741807312825957,1.7531977139991353,18,841,1.9748702258043567,1.3038692421895706,2.1977683872045257,1.2110839960223878,1
1,1,0,0.8852317315353893,0.3969664909090095,20,421,1.8444903377387394,1.0184510276692418,0.2947530554196539,-0.24104576342184814,0
4,0,1,0.19628273178818265,0.3745494458992554,16,797,-1.1868420597868632,0.019487276848091033,0.4171692463531837,-0.020069495680333987,1
2,0,0,1.284096941915351,0.45300910343339484,18,478,2.7082570961734542,2.7309603147912145,1.2295676043666084,2.063421028739657,0
3,0,1,1.6829621522953127,1.7531977139991353,18,669,-0.4045627313931594,-0.6940582594527309,1.2963400721485336,1.4004922255151142,1
5,0,1,1.3928783629280679,1.573861353921102,6,365,2.8060420122226675,0.8995267716191048,1.3964987738214216,-0.05163753392912172,0
3,0,1,-0.6014476889717408,-0.8247624621225913,20,586,-0.9097847976474265,0.1859812353182828,-0.48425906870280805,-0.619862222407301,1
4,1,1,-0.38388484694630715,-0.28675338188849187,18,784,0.06806436284470341,0.49518430104863903,-0.19491170831446503,-0.6514302606560888,1
1,1,0,-0.3113638996044959,-0.5109238319860333,12,364,0.37771659700054455,0.3049054913684198,0.0054056950313109125,-0.6514302606560888,0
3,0,0,1.2115759945735398,1.5962783989308562,10,715,-0.17639792727832906,1.6844268615500089,1.0292502010208324,2.2212612199835955,1
0,0,1,-0.8190105309971745,-0.5333408769957875,20,693,-1.1379496017622568,-0.7416279618727857,-0.9961813216975688,-1.0933827961391172,0
4,1,0,0.23254320545908824,-0.2755448593836148,4,777,-0.27418284332754206,-0.40864004493240214,-0.33958538850863657,0.20090677206118018,1
0,1,0,-1.1090943203644192,-1.104975524744518,12,312,-0.5186451334505745,-0.47999459856248433,-1.1074687680007775,-0.7777024136512397,0
4,0,1,-1.6167409517570979,-1.4972738124152156,20,340,-1.154247087770459,-1.0984007300231966,-1.4413311069104042,-1.345927102129419,0
5,1,1,0.12376178444637143,0.41938353591876365,4,386,-0.7305124515572027,1.161160134929406,-0.32845664387831564,-0.2094777251730604,1
5,0,0,0.7401898368517668,0.38575796840413246,4,418,1.8281928517305372,1.636857159129954,0.7399028406324893,0.8638355752857226,0
3,0,1,0.3050641528008995,0.2064216083260993,16,735,-0.5349426194587767,1.089805581299324,-0.25055543146606946,0.23247481030996792,1
2,0,0,-0.85527100466808,-0.7238857595786976,6,494,-0.1112079832455204,-0.24214608646221036,-1.0295675555885315,-0.9039745666463906,0
2,0,0,-1.1090943203644192,-0.936847687171362,18,671,-1.072759657729448,-0.5513491521925665,-1.1185975126310985,-1.1880869108854804,1
4,1,0,0.26880367912999387,-0.006540319266565068,16,697,1.1599959253942485,0.7092479619388856,-0.2171691975751068,0.45345107805148205,1
0,1,0,1.465399310269879,2.089453389145447,8,801,0.71996380317279,0.970881325249187,2.2867983442470927,1.9687169139932934,1
2,0,0,1.284096941915351,1.6299039664454873,12,576,1.69781296366492,0.1859812353182828,1.1516663919543622,1.305788110768751,1
0,0,0,-1.5442200044152867,-1.5084823349200926,14,639,-0.86089233962282,-0.9794764739730597,-1.3856873837587997,-1.2512229873830558,1
4,1,0,-0.5289267416299296,-0.6678431470543122,4,470,-0.958677255672033,-0.6227037058226488,-0.28394166535703214,-0.9039745666463906,0
0,0,0,1.3928783629280679,1.8316573715332747,4,826,-0.6979174795407983,-1.0270461763931145,2.053094707010354,1.1795159577736,1
3,1,0,-0.49266626795902396,-0.7014687145689436,20,613,0.36141911099234236,-1.0746158788131692,-0.5065165579634499,-0.49359006941215006,1
3,0,1,-0.7102291099844577,-0.7463028045884518,16,713,-0.3067778153439464,0.23355093773833763,-0.4286153455512036,-0.4620220311633623,1
2,1,0,0.6676688895099556,0.7108051210455675,16,439,1.616325533623909,-0.028082425571963766,0.9402202439782653,-0.39888595466578686,0
5,0,1,-1.3991781097316642,-1.2394777948030429,18,387,-0.958677255672033,-0.8605522179229227,-1.2298849589343073,-1.0302467196415415,0
1,0,1,1.356617889257162,1.5066102188918395,8,402,2.1541425718945804,2.0887693321204748,1.452142496973026,1.6846045697542038,0
4,1,1,-1.0728338466935137,-0.7687198495982059,6,837,-0.3393727873603507,-0.5275643009825391,-1.2187562143039865,-0.619862222407301,1
2,0,0,1.7554830996371238,2.549002811845407,10,641,2.757149554198061,-1.1459704324432516,0.9513489886085862,0.8638355752857226,1
4,1,0,0.26880367912999387,0.6995965985406905,18,489,-1.0890571437376504,-0.12322183041207337,-0.26168417609639033,0.35874696330511885,0
4,1,0,1.3928783629280679,0.6547625085211821,18,540,1.9585727397961545,-0.38485519372237476,0.8400615423053773,2.4738055259738974,0
4,1,0,-0.4201453206172127,-0.6678431470543122,4,844,0.31252665296773585,-0.31350064009229256,-0.19491170831446503,-0.05163753392912172,1
1,1,0,-1.1816152677062306,-0.948056209676239,10,452,-1.0238671997048416,-0.8843370691329501,-1.0295675555885315,-0.8724065283976029,0
2,1,0,-1.4354385834025698,-1.4412311998908303,10,366,-0.9749747416802351,-1.0508310276031418,-1.2966574267162327,-1.1249508343879049,0
5,1,0,-1.689261899098909,-1.542107902434724,2,300,-1.154247087770459,-1.0270461763931145,-1.5748760424742547,-1.4090631786269945,1
2,1,1,0.5951479421681444,0.015876725743189074,18,470,-0.9749747416802351,-0.0042975743619363665,0.37265426783190014,0.6744273457929962,0
2,0,0,1.356617889257162,1.1367289762308963,20,861,1.2251858694270572,0.8757419204090774,0.9290914993479444,0.7691314605393594,1
0,1,0,-0.20258247859177908,-0.45488121946164795,14,463,-0.7794049095818092,-0.0042975743619363665,-0.11701049590221883,-0.05163753392912172,0
4,0,0,-1.6530014254280034,-1.564524947444478,12,478,-1.056462171721246,-1.1221855812332242,-1.5192323193226505,-1.5037672933733577,0
2,0,1,-1.689261899098909,-1.542107902434724,2,702,-1.1216521157540547,-1.0984007300231966,-1.5971335317348967,-1.47219925512457,1
2,0,1,-0.23884295226268468,-0.21950224685922942,20,618,0.6873688311563857,-0.2897157888822651,-0.38410036702992006,-0.7777024136512397,1
4,1,0,-1.2178757413771362,-1.1610181372689035,12,633,-1.056462171721246,-0.7416279618727857,-1.1964987250433448,-0.9355426048951784,1
5,0,1,0.45010604748452193,0.9798096611626173,10,331,1.8444903377387394,1.3038692421895706,0.9958639671298697,1.2110839960223878,0
3,0,1,-0.2751034259335903,-0.5781749670152957,16,841,0.10065933486110773,-1.0746158788131692,0.20572309837708685,0.07463461906602922,1
4,0,1,1.465399310269879,0.3633409233943783,12,764,-1.072759657729448,2.7785300172112692,0.6620016282202431,2.1265571052372323,1
0,1,0,-0.8190105309971745,-0.47729826447140206,6,591,-0.958677255672033,-0.5037794497725118,-0.5510315364847334,-0.9671106431439661,1
1,1,1,1.7192226259662182,2.358457929262497,2,719,2.0237626838289633,0.6616782595188307,0.6174866496989596,1.905580837495718,1
2,1,0,-0.6014476889717408,-0.9032221196567308,14,317,-0.6164300494997875,-1.0746158788131692,-0.35071413313895744,-0.39888595466578686,0
0,0,0,-1.689261899098909,-1.542107902434724,8,778,-1.0401646857130438,-1.0984007300231966,-1.552618553213613,-1.5037672933733577,1
3,1,1,0.8852317315353893,0.3745494458992554,14,302,-0.25788535731933987,-0.40864004493240214,0.33926803394093746,0.04306658081724149,0
5,0,0,0.7764503105226724,0.5426772834724114,8,502,0.019171904820096907,0.1859812353182828,1.162795136584683,1.5583324167590529,0
5,0,1,0.8489712578644836,0.8116818235894612,18,879,2.007465197820761,1.3752237958196527,0.4950704587654299,1.5583324167590529,1
1,0,0,1.2478364682444454,0.9573926161528631,14,437,1.3392682714844724,0.23355093773833763,2.064223451640675,1.0216757665296614,0
0,0,1,-0.6014476889717408,-0.45488121946164795,12,797,-1.072759657729448,0.28112064015839244,-0.7958639183517928,-0.49359006941215006,1
4,0,1,0.3050641528008995,0.9349755711431089,18,456,1.4533506735418875,-0.14700668162210076,0.8623190315660191,0.8322675370369349,0
0,0,0,-1.5804804780861923,-1.4860652899103386,6,647,-0.9260822836556286,-1.003261325183087,-1.4858460854316877,-1.3143590638806313,1
0,0,0,0.812710784193578,0.10554490578220564,12,379,0.8992361492630138,1.7557814151800912,0.7399028406324893,-0.39888595466578686,0
1,0,1,1.5016597839407846,2.022202254116185,2,717,-0.8119998815982135,-0.6702734082427035,0.9736064778692279,0.3271789250563311,1
5,1,0,-1.4716990570734754,-1.407605632376199,16,545,-1.154247087770459,-1.0984007300231966,-1.3523011498678372,-1.2827910256318436,0
2,1,0,-1.507959530744381,-1.3067289298323053,8,317,-1.1216521157540547,-0.9081219203429776,-1.4302023622800832,-1.2512229873830558,0
1,0,0,1.284096941915351,2.022202254116185,10,570,-0.3393727873603507,0.3286903425784472,0.6286153943292805,0.20090677206118018,1
3,1,0,0.7401898368517668,0.5202602384626573,14,719,0.817748719222003,1.3038692421895706,0.37265426783190014,1.6846045697542038,1
3,1,0,-1.7255223727698148,-1.5981505149591093,16,821,-1.1053546297458525,-1.1221855812332242,-1.5971335317348967,-1.5037672933733577,1
4,0,1,-1.6530014254280034,-1.575733469949355,10,859,-1.0238671997048416,-1.0270461763931145,-1.563747297843934,-1.47219925512457,1
3,0,0,0.0512408371045602,0.3745494458992554,10,395,-1.154247087770459,0.7568176643589404,0.07217816281323623,0.45345107805148205,0
2,0,1,-1.5442200044152867,-1.3739800648615679,12,429,-0.9097847976474265,-0.8367673667128953,-1.3523011498678372,-1.2827910256318436,0
3,1,0,-1.6530014254280034,-1.5308993799298467,12,861,-1.1379496017622568,-1.003261325183087,-1.5303610639529712,-1.47219925512457,1
0,0,1,1.646701678624407,0.6659710310260593,14,565,1.2903758134598657,1.6844268615500089,2.1198671747922795,2.6947817937154115,1
5,1,0,1.3928783629280679,0.8677244361138465,10,357,0.11695682086930989,0.8995267716191048,0.37265426783190014,0.011498542568453752,0
3,0,1,-1.145354794035325,-1.2618948398127972,18,465,-1.072759657729448,-1.0270461763931145,-1.0518250448491733,-0.7145663371536642,0
4,0,1,0.6676688895099556,-0.10741702181045872,8,479,0.7362612891809922,1.0184510276692418,1.2073101151059666,1.4951963402614774,0
3,0,0,-1.2541362150480417,-1.0489329122201327,16,717,-0.8282973676064157,-0.9556916227630323,-1.163112491152382,-1.1249508343879049,1
3,1,0,-1.2178757413771362,-1.0489329122201327,12,425,-1.072759657729448,-0.9556916227630323,-1.0518250448491733,-1.2512229873830558,0
2,0,0,-0.13006153124996786,0.2064216083260993,2,786,-1.1379496017622568,0.257335788948365,-0.10588175127189794,0.3903150015539066,1
5,0,1,-1.0003128993517025,-0.9144306421616079,6,382,-0.45345518941776586,-0.8367673667128953,-0.6957052166789048,-1.1880869108854804,0
3,0,1,-0.7464895836553632,-0.7126772370738206,12,564,-1.0075697136966395,-0.40864004493240214,-0.8181214076124346,-0.9671106431439661,1
0,1,0,-1.7255223727698148,-1.586941992454232,8,501,-1.0890571437376504,-1.0984007300231966,-1.5748760424742547,-1.5037672933733577,0
2,0,1,-0.8915314783389857,-0.6118005345299269,10,727,-0.09491049723731824,-0.17079153283212817,-0.5955465150060169,-0.49359006941215006,1
4,0,0,-0.49266626795902396,-0.8247624621225913,6,894,-0.9912722276884373,0.4000448962085294,-0.8292501522427556,-0.6514302606560888,1
0,1,1,0.19628273178818265,0.2064216083260993,18,829,-0.27418284332754206,-0.8367673667128953,-0.22829794220542768,0.3271789250563311,1
4,0,0,0.5951479421681444,0.28488126586023876,20,506,-0.7468099375654048,1.2325146885594884,1.2295676043666084,0.7375634222905717,0
2,1,1,1.3203574155862565,1.9325340740771684,6,802,0.36141911099234236,2.826099719631324,1.073765179542116,1.5583324167590529,1
5,0,0,-1.5804804780861923,-1.4972738124152156,14,543,-1.1216521157540547,-0.9319067715530049,-1.4190736176497625,-1.4406312168757822,0
3,1,1,-1.2903966887189473,-1.3067289298323053,20,772,-0.7794049095818092,-0.9319067715530049,-1.0852112787401358,-1.0302467196415415,1
3,1,0,-0.3476243732754015,-0.4212556519470167,12,572,0.4103115690169489,-1.1221855812332242,-0.26168417609639033,-0.7777024136512397,1
0,0,1,-0.02128011023725102,-0.33158747190800014,16,709,1.2088883834188549,-0.9319067715530049,0.40604050172286277,-0.33574987816821134,1
5,1,0,-1.0728338466935137,-0.9704732546859932,18,402,-0.5186451334505745,-0.6464885570326762,-0.8515076415033973,-1.1880869108854804,0
1,0,1,0.08750131077546582,0.4978431934529032,8,481,1.1599959253942485,1.1135904325093513,0.43942673561382545,-0.2094777251730604,0
5,1,1,1.4291388365989734,1.562652831416225,6,772,1.0459135233368333,0.16219638410825543,0.6174866496989596,1.1163798812760246,1
1,1,1,0.5588874684972387,0.6435539860163051,2,306,1.420755701525483,-0.6940582594527309,0.36152552320157927,-0.5251581076609377,1
2,0,0,-1.326657162389853,-1.1610181372689035,6,415,-1.170544573778661,-0.9319067715530049,-1.3300436606071953,-1.1565188726366926,0
3,0,0,1.6104412049535015,2.2575812267186035,16,548,1.7955978797141328,-0.09943697920204596,2.364699556659339,-0.020069495680333987,0
5,0,0,0.014980363433654591,-0.41004712944213967,8,701,0.31252665296773585,-1.0270461763931145,-0.09475300664157706,-0.08320557217790946,1
2,1,0,-0.7102291099844577,-0.8023454171128371,12,890,-0.4045627313931594,-0.12322183041207337,-0.7179627059395467,-0.8724065283976029,1
5,1,1,-1.5442200044152867,-1.5196908574249697,20,704,-0.9097847976474265,-1.1459704324432516,-1.4079448730194415,-1.345927102129419,1
3,1,1,-0.3476243732754015,-0.47729826447140206,10,318,-0.9260822836556286,0.06705697926814583,-0.7624776844608302,0.011498542568453752,0
5,0,0,-0.673968636313552,-0.5893834895201728,2,761,-0.22529038530293558,-0.7178431106627583,-0.4953878133331289,-0.2094777251730604,1
4,0,0,-0.16632200492087346,0.027085248248066147,6,693,-0.567537591475181,-0.7891976642928406,0.3281392893106166,0.35874696330511885,1
3,0,0,1.7192226259662182,0.6435539860163051,16,524,2.773447040206263,1.4941480518697898,1.3964987738214216,0.3903150015539066,0
2,0,1,-1.0728338466935137,-1.0713499572298868,10,681,-0.371967759376755,-0.8129825155028679,-1.174241235782703,-0.619862222407301,1
2,1,1,1.1390550472317285,0.8340988685992153,18,737,2.4637948060504216,1.8509208200202008,1.3519837953001381,0.7691314605393594,1
0,0,0,0.26880367912999387,0.11675342828708273,16,638,-1.154247087770459,1.1135904325093513,0.1612081198558033,-0.1147736104266972,1
4,0,0,0.3050641528008995,-0.2307107693641065,2,656,-1.0890571437376504,0.043272128058118434,0.12782188596484065,-0.6514302606560888,1
1,1,0,-1.145354794035325,-0.936847687171362,6,540,-0.763107423573607,-0.38485519372237476,-1.0963400233704568,-1.1880869108854804,0
4,0,1,1.5016597839407846,2.2799982717283576,6,341,-1.0075697136966395,-1.0746158788131692,0.9179627547176236,1.0532438047784491,0
0,0,1,-0.05754058390815663,0.29608978836511585,2,371,0.7362612891809922,0.4713994498386116,0.4282979909835046,-0.4304539929145746,1
3,0,1,-0.4201453206172127,-0.48850678697627914,12,886,-0.5186451334505745,-1.0270461763931145,0.0054056950313109125,-0.8092704519000274,1
0,0,0,-1.1090943203644192,-1.2058522272884118,18,801,-1.1053546297458525,-0.9556916227630323,-1.1185975126310985,-1.1565188726366926,1
3,0,1,-0.49266626795902396,-0.6005920120250499,16,748,0.08436184885290557,-0.5751340034025939,-0.5732890257453751,-0.7145663371536642,1
2,0,1,0.8852317315353893,1.4954016963869625,8,376,2.398604862017613,0.043272128058118434,0.28362431078933303,0.10620265731481696,0
4,0,1,0.5951479421681444,-0.06258293179095042,8,371,0.5895839151071727,1.1135904325093513,0.40604050172286277,0.8006994987881472,0
2,1,0,-1.145354794035325,-1.0713499572298868,6,826,-0.4371577034095637,-0.9794764739730597,-0.9294088539156434,-1.1249508343879049,1
4,0,0,1.5379202576116902,1.3833164713381918,12,873,-0.4371577034095637,-0.7178431106627583,2.1087384301619583,2.063421028739657,1
5,0,1,-0.9277919520098913,-0.7014687145689436,8,309,-1.0890571437376504,-1.003261325183087,-1.0184388109582105,-0.6514302606560888,0
4,0,0,0.23254320545908824,-0.17466815683972114,20,869,-0.6327275355079897,0.6378934083088034,0.5729716711776761,0.5165871545490576,1
5,1,0,-0.4201453206172127,-0.10741702181045872,12,534,-0.4045627313931594,-0.45620974735245695,-0.7402201952001884,-0.6514302606560888,0
3,0,1,-0.16632200492087346,0.3409238783846241,6,787,0.426609055025151,-0.2897157888822651,-0.061366772750614404,-0.2094777251730604,1
0,1,1,-1.4716990570734754,-1.418814154881076,16,566,-1.154247087770459,-0.9794764739730597,-1.4302023622800832,-1.345927102129419,1
0,0,0,-0.7827500573262688,-0.5557579220055415,8,742,-0.371967759376755,-0.8367673667128953,-0.9071513646550017,-0.9986786813927538,1
2,0,0,0.9214922052062948,0.9237670486382319,4,824,0.8014512332138009,1.4465783494497348,1.274082582887892,1.4636283020126897,1
4,1,0,-1.2903966887189473,-1.3179374523371825,14,575,-0.6816199935325962,-0.6464885570326762,-1.1074687680007775,-1.0933827961391172,1
2,1,1,-0.4201453206172127,-0.44367269695677086,10,766,-0.86089233962282,-0.21836123525218296,-0.6957052166789048,-0.5882941841585132,1
1,0,1,-1.1816152677062306,-1.104975524744518,10,888,-0.6979174795407983,-0.9319067715530049,-1.1964987250433448,-0.8408384901488152,1
3,1,1,1.465399310269879,1.741989191494258,6,638,1.5674330755993024,1.4703632006597624,1.3408550506698171,1.3689241872663265,1
5,0,1,0.8489712578644836,0.9461840936479861,6,622,-0.013423067196307422,1.6130723079199267,1.2852113275182127,1.779308684500567,1
1,0,0,0.8852317315353893,0.5538858059772885,18,458,0.8829386632548116,0.3286903425784472,1.4298850077123844,-0.27261380167063587,0
1,0,0,1.465399310269879,1.4954016963869625,16,327,-0.8934873116392243,-0.5989188546126213,1.0181214563905114,2.0002849522420814,0
0,0,0,-0.7102291099844577,-0.936847687171362,2,612,0.2636341949431294,-0.33728549130231994,-0.9071513646550017,-0.9986786813927538,1
1,1,0,-1.507959530744381,-1.3403544973469366,8,682,-0.8119998815982135,-0.8843370691329501,-1.3300436606071953,-1.3143590638806313,1
2,1,0,-0.05754058390815663,-0.1858766793445982,2,583,1.0622110093450354,0.23355093773833763,-0.5955465150060169,0.10620265731481696,1
5,0,0,0.5226269948263331,0.38575796840413246,8,697,0.45920402704155533,-0.2897157888822651,0.8511902869356982,-0.39888595466578686,1
3,1,0,1.5379202576116902,1.3721079488333148,12,306,-0.22529038530293558,1.5892874567098993,1.4632712416033469,1.4951963402614774,0
4,0,1,-1.6530014254280034,-1.4972738124152156,2,669,-1.1868420597868632,-1.003261325183087,-1.552618553213613,-1.3774951403782068,1
2,0,0,-0.7827500573262688,-0.9928902996957474,18,816,-0.14380295526192474,-0.14700668162210076,-0.7624776844608302,-0.4620220311633623,1
4,0,1,1.284096941915351,1.573861353921102,20,455,1.3066732994680679,0.23355093773833763,0.8511902869356982,1.432060263763902,0
3,1,1,-0.09380105757906224,0.17279604081146807,10,318,0.6873688311563857,0.7806025155689678,0.15007937522548243,-0.17790968692427267,0
2,0,1,-0.4201453206172127,-0.6678431470543122,16,389,-1.1379496017622568,0.1859812353182828,-0.295070409987353,-0.8408384901488152,0
2,1,0,-1.6167409517570979,-1.4972738124152156,2,888,-0.9260822836556286,-1.0746158788131692,-1.4858460854316877,-1.345927102129419,1
2,1,1,0.7039293631808612,0.0831278607724515,6,352,0.9481286072876203,0.11462668168820063,0.8623190315660191,1.6214684932566283,0
4,0,1,1.6829621522953127,1.708363623979627,12,870,-1.1216521157540547,0.4476145986285842,2.5984031938960777,0.23247481030996792,1
3,0,0,-0.7464895836553632,-0.936847687171362,18,827,0.18214676490211856,-1.003261325183087,-0.4953878133331289,-0.5251581076609377,1
